,laptop_ID,Company,Product,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price_euros,Touchscreen,IPS,PPI,Cpu_brand,HDD,SSD,Gpu_brand,log_price
125,128,HP,250 G6,Notebook,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,No OS,1.86,259.0,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,5.556828061699537
126,129,HP,Probook 440,Notebook,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,1.63,812.0,0,0,157.3505121487356,Intel Core i5,1000,0,Intel,6.699500340161678
127,130,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,AMD E-Series 6110 1.5GHz,4,AMD Radeon R2,Windows 10 S,1.65,277.99,0,0,111.93520355955211,AMD Processor,0,64,AMD,5.627585141820636
128,131,Dell,Inspiron 5770,Notebook,Intel Core i7 8550U 1.8GHz,16,AMD Radeon 530,Windows 10,2.8,1396.0,0,0,127.33567457123111,Intel Core i7,2000,256,AMD,7.241366283322318
129,132,HP,ProBook 470,Notebook,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,2.5,928.0,0,0,127.33567457123111,Intel Core i5,0,256,Intel,6.833031732786201
130,133,Dell,Inspiron 5567,Notebook,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R7 M445,Windows 10,2.36,638.99,0,0,100.45466986113651,Intel Core i5,1000,0,AMD,6.459888804802811
131,134,Dell,Inspiron 3567,Notebook,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 M430,Windows 10,2.2,449.0,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,6.1070228877422545
132,135,Acer,Swift 3,Ultrabook,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,Windows 10,1.6,884.0,0,1,157.3505121487356,Intel Core i7,0,256,Intel,6.784457062637643
133,136,Acer,Aspire A515-51G-37JS,Notebook,Intel Core i3 7130U 2.7GHz,4,Nvidia GeForce MX130,Windows 10,2.2,572.0,0,0,141.21199808219862,Intel Core i3,0,256,Nvidia,6.349138991379798
134,137,HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,2.05,598.0,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,6.393590753950631
135,138,HP,Probook 440,Notebook,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,Windows 10,1.63,988.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,6.895682697747868
136,139,Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,No OS,1.9,252.36,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,5.530856639502609
137,140,Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,Windows 10,3,938.0,0,0,127.33567457123111,Intel Core i5,1000,128,Nvidia,6.843749949006225
138,141,Lenovo,IdeaPad 320-15IKBN,Notebook,Intel Core i5 7200U 2.5GHz,4,Nvidia GeForce 920MX,No OS,2.2,499.0,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,6.212606095751519
139,142,HP,Envy 13-AD007nv,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,1.32,699.0,0,1,165.6321180513006,Intel Core i5,0,256,Intel,6.54965074223381
140,143,Acer,Aspire 5,Notebook,Intel Core i3 7130U 2.7GHz,4,Nvidia GeForce MX130,Windows 10,3,655.0,0,1,127.33567457123111,Intel Core i3,1000,0,Nvidia,6.484635235635252
141,144,Lenovo,ThinkPad E480,Notebook,Intel Core i5 8250U 1.6GHz,8,AMD Radeon RX 550,Windows 10,1.75,1116.02,0,1,157.3505121487356,Intel Core i5,0,256,AMD,7.0175240639276275
142,145,Lenovo,Legion Y520-15IKBN,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050M,No OS,2.4,869.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,6.767343125265392
143,146,Toshiba,Satellite Pro,Notebook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Windows 10,2.1,602.0,0,0,100.45466986113651,Intel Core i5,500,0,Intel,6.400257445308821
144,147,HP,255 G6,Notebook,AMD A6-Series 9220 2.5GHz,4,AMD Radeon R4 Graphics,Windows 10,1.86,369.0,0,0,100.45466986113651,AMD Processor,0,256,AMD,5.910796644040527
145,148,Asus,ZenBook UX430UA,Ultrabook,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,Windows 10,1.25,1099.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,7.002155954403621
146,149,HP,EliteBook Folio,Ultrabook,Intel Core M 6Y75 1.2GHz,8,Intel HD Graphics 515,Windows 10,0.97,2014.0,1,1,352.4651472131677,Other Intel Processor,0,512,Intel,7.607878073278507
147,150,Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10,2,344.0,0,0,141.21199808219862,Other Intel Processor,1000,0,Intel,5.840641657373398
148,151,MSI,GE72MVR 7RG,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,Windows 10,2.9,2029.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.615298339825815
149,152,Acer,Aspire A315-51,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,Windows 10,2.1,447.0,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,6.102558594613569
150,153,Dell,Inspiron 5577,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,Windows 10,2.56,1249.26,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,7.130306654995158
151,154,Dell,Inspiron 7567,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.62,899.0,0,0,141.21199808219862,Intel Core i7,0,0,Nvidia,6.80128303447162
152,155,Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,1.9,498.0,0,0,100.45466986113651,Intel Core i5,0,128,Intel,6.210600077024653
153,156,MSI,GE73VR 7RE,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,Windows 10,2.8,1890.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.5443321080536885
154,157,HP,EliteBook 840,Ultrabook,Intel Core i5 7500U 2.7GHz,4,Intel HD Graphics 620,Windows 10,1.48,1082.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,6.9865664594064265
155,158,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,Intel Core i5 8250U 1.6GHz,6,AMD Radeon 520,Windows 10,1.91,619.0,0,0,141.21199808219862,Intel Core i5,0,256,AMD,6.428105272684596
156,159,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,Windows 10,1.74,629.0,1,1,157.3505121487356,Intel Core i3,0,256,Intel,6.444131256700441
157,160,Asus,ZenBook Flip,2 in 1 Convertible,Intel Core i5 8250U 1.6GHz,8,Intel HD Graphics 620,Windows 10,1.1,1315.0,1,0,165.6321180513006,Intel Core i5,0,256,Intel,7.181591944611865
158,161,Dell,Inspiron 5579,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,Windows 10,1.56,1049.0,1,0,141.21199808219862,Intel Core i7,0,256,Intel,6.955592608396297
159,163,Toshiba,Satellite Pro,Notebook,Intel Core i3 6006U 2.2GHz,4,Intel HD Graphics 520,Windows 10,2.1,447.0,0,0,100.45466986113651,Intel Core i3,500,0,Intel,6.102558594613569
160,164,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,AMD A9-Series 9420 3GHz,4,AMD Radeon R5 M420,Windows 10,2.03,403.0,0,0,100.45466986113651,AMD Processor,1000,0,AMD,5.998936561946683
161,165,Acer,Aspire A517-51G,Notebook,Intel Core i5 8250U 1.6GHz,4,Nvidia GeForce MX150,Windows 10,3,805.0,0,1,127.33567457123111,Intel Core i5,0,256,Nvidia,6.690842277418564
162,166,Dell,Inspiron 3576,Notebook,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 520,Windows 10,2.13,728.0,0,0,141.21199808219862,Intel Core i5,0,256,AMD,6.590301048196686
163,167,Lenovo,Legion Y520-15IKBN,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1079.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,6.983789965258135
164,168,Acer,Aspire A315-31,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10,2.1,348.0,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,5.8522024797744745
165,169,MSI,GE63VR 7RE,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,Windows 10,2.4,1799.0,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,7.4949862339505335
166,170,Acer,Aspire 3,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,Windows 10,2.1,363.51,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,5.895806806911541
167,171,Dell,Inspiron 5577,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.56,1060.49,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,6.966486344445899
168,172,Acer,Aspire A517-51G,Notebook,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce MX150,Windows 10,3,854.0,0,1,127.33567457123111,Intel Core i5,0,256,Nvidia,6.74993119378857
169,173,HP,ProBook 430,Notebook,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,Windows 10,1.49,754.0,0,1,165.6321180513006,Intel Core i5,500,0,Intel,6.625392368007956
170,174,Huawei,MateBook X,Ultrabook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.05,1349.0,0,1,199.69207064108247,Intel Core i5,0,256,Intel,7.207118856207756
171,175,HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,Intel Core i5 7200U 2.5GHz,6,AMD Radeon 520,Windows 10,2.71,699.0,0,1,127.33567457123111,Intel Core i5,2000,0,AMD,6.54965074223381
172,176,Lenovo,IdeaPad 320-15AST,Notebook,AMD A6-Series 9220 2.9GHz,4,AMD Radeon R4 Graphics,No OS,2.2,309.0,0,0,100.45466986113651,AMD Processor,500,0,AMD,5.733341276897746
173,177,Toshiba,Satellite Pro,Notebook,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,Windows 10,2,489.0,0,0,100.45466986113651,Intel Core i3,500,0,Intel,6.192362489474872
174,178,HP,ProBook 470,Notebook,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 930MX,Windows 10,2.5,923.0,0,0,127.33567457123111,Intel Core i5,0,256,Nvidia,6.827629234502852
175,179,Dell,Inspiron 3567,Notebook,Intel Core i3 7100U 2.4GHz,8,Intel HD Graphics 620,Windows 10,2.3,459.0,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,6.129050210060545
176,180,Acer,Aspire A315-51,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,Windows 10,2.1,449.0,0,0,100.45466986113651,Intel Core i3,0,128,Intel,6.1070228877422545
177,181,MSI,GT80S 6QF-074US,Gaming,Intel Core i7 6920HQ 2.9GHz,32,Nvidia GTX 980 SLI,Windows 10,4.4,2799.0,0,0,119.7232157653423,Intel Core i7,1000,512,Nvidia,7.937017489515454
178,182,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,Intel Core i5 7200U 2.5GHz,8,AMD R17M-M1-70,Windows 10,1.90,813.0,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,6.70073110954781
179,183,HP,Spectre x360,2 in 1 Convertible,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,1.29,1499.0,1,1,331.2642361026012,Intel Core i5,0,256,Intel,7.312553498102598
180,184,Dell,Inspiron 5570,Notebook,Intel Core i7 8550U 1.8GHz,16,AMD Radeon 530,Linux,2.02,1049.0,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,6.955592608396297
181,185,Dell,XPS 13,Ultrabook,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,1.23,1399.0,0,0,165.6321180513006,Intel Core i5,0,256,Intel,7.243512974665482
182,186,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,16,Intel UHD Graphics 620,Windows 10,1.4,1849.0,1,1,316.96506044349616,Intel Core i7,0,512,Intel,7.522400231387125
183,187,Toshiba,Satellite Pro,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.0,793.0,0,0,100.45466986113651,Intel Core i5,0,128,Intel,6.675823221634848
184,188,Xiaomi,Mi Notebook,Notebook,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce MX150,No OS,1.95,1199.0,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,7.089243155027514
185,189,Dell,Inspiron 7773,Notebook,Intel Core i7 8550U 1.8GHz,16,Nvidia GeForce 150MX,Windows 10,2.77,1549.0,1,0,127.33567457123111,Intel Core i7,0,512,Nvidia,7.3453648404168685
186,190,Dell,XPS 15,Notebook,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,Windows 10,2.06,2397.0,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,7.781973234434385
187,191,Lenovo,Legion Y520-15IKBN,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,No OS,2.4,779.0,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,6.658011045870748
188,192,Acer,Swift 7,Ultrabook,Intel Core i5 7Y54 1.2GHz,8,Intel HD Graphics 615,Windows 10,1.12,989.0,0,1,165.6321180513006,Intel Core i5,0,256,Intel,6.8966943316227125
189,193,Dell,Inspiron 5770,Notebook,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,Windows 10,2.8,1085.0,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,6.98933526597456
190,194,Lenovo,Thinkpad Yoga,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,Windows 10,1.42,2824.0,1,0,209.8006828649808,Intel Core i7,0,1000,Intel,7.945909598613133
191,195,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10,1.3,260.0,0,1,157.3505121487356,Other Intel Processor,0,0,Intel,5.560681631015528
192,196,Xiaomi,Mi Notebook,Ultrabook,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce MX150,No OS,1.3,999.9,0,1,165.6321180513006,Intel Core i5,0,256,Nvidia,6.907655273981804
193,197,Lenovo,IdeaPad 320-17IKBR,Notebook,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce MX150,No OS,2.8,698.0,0,0,106.11306214269258,Intel Core i5,0,256,Nvidia,6.548219102762372
194,198,Dell,Inspiron 5379,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,Windows 10,1.62,839.0,1,1,165.6321180513006,Intel Core i7,1000,0,Intel,6.732210706467206
195,199,HP,ProBook 470,Notebook,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 930MX,Windows 10,2.5,914.0,0,1,127.33567457123111,Intel Core i5,1000,0,Nvidia,6.81783057145415
196,200,Razer,Blade Pro,Gaming,Intel Core i7 7820HK 2.9GHz,32,Nvidia GeForce GTX 1080,Windows 10,3.49,6099.0,1,0,254.67134914246222,Intel Core i7,0,1000,Nvidia,8.715880102296456
197,201,HP,ProBook 430,Notebook,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,1.49,959.0,0,0,165.6321180513006,Intel Core i5,0,512,Intel,6.8658910748834385
198,202,HP,Omen 17-W295,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,Windows 10,3.35,1379.0,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.229113877793302
199,203,HP,Probook 470,Notebook,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 930MX ,Windows 10,2.5,1045.0,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,6.951772164398911
200,204,Dell,Inspiron 7577,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,Windows 10,2.65,1845.0,0,1,282.42399616439724,Intel Core i7,1000,512,Nvidia,7.520234556474628
201,205,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Windows 10,2.1,493.0,0,0,100.45466986113651,Intel Core i5,0,128,Intel,6.20050917404269
202,206,Acer,Aspire E5-576G,Notebook,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,Windows 10,2.23,742.0,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,6.60934924316738
203,207,Lenovo,Legion Y720-15IKB,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,Windows 10,3.2,1749.0,0,1,141.21199808219862,Intel Core i7,1000,512,Nvidia,7.466799475018602
204,208,Dell,Precision 7520,Workstation,Intel Xeon E3-1505M V6 3GHz,16,Nvidia Quadro M1200,Windows 10,2.8,3055.0,0,0,282.42399616439724,Other Intel Processor,1000,256,Nvidia,8.024534871605695
205,209,Lenovo,Legion Y520-15IKBN,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,No OS,2.4,1398.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,7.242797922793756
206,210,Dell,Inspiron 3567,Notebook,Intel Core i3 7100U 2.4GHz,6,Intel HD Graphics 620,Windows 10,2.3,439.0,1,0,100.45466986113651,Intel Core i3,1000,0,Intel,6.0844994130751715
207,211,Dell,XPS 13,Ultrabook,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,Windows 10,1.21,1949.0,1,1,331.2642361026012,Intel Core i7,0,256,Intel,7.575071699507561
208,212,Dell,XPS 13,Ultrabook,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,Windows 10,1.2,1449.0,0,0,165.6321180513006,Intel Core i7,0,256,Intel,7.278628942320682
209,213,Lenovo,IdeaPad 320-15IKBN,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.2,597.0,0,0,100.45466986113651,Intel Core i5,0,256,Intel,6.391917113392602
210,215,Acer,Aspire 7,Notebook,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Linux,2.4,779.0,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,6.658011045870748
211,216,Asus,ROG GL703VD-GC028T,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,Windows 10,2.9,1407.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.249215057114389
212,217,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,No OS,2.1,349.0,0,0,141.21199808219862,Intel Core i3,500,0,Intel,5.855071922202427
213,218,Lenovo,IdeaPad 320-15IKBN,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,No OS,2.2,549.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,6.3080984415095305
214,219,Huawei,MateBook X,Ultrabook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.05,1499.0,0,1,199.69207064108247,Intel Core i7,0,512,Intel,7.312553498102598
215,220,Dell,Inspiron 5370,Ultrabook,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,Windows 10,1.4,931.88,0,1,165.6321180513006,Intel Core i7,0,256,AMD,6.837204051031101
216,221,Lenovo,IdeaPad 320-17IKB,Notebook,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce GTX 940MX,No OS,2.8,589.0,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,6.3784261836515865
217,222,HP,Probook 440,Notebook,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 930MX,Windows 10,1.63,1031.0,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,6.93828448401696
218,223,Dell,Latitude 5490,Ultrabook,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,1.6,1149.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,7.046647277848756
219,224,Dell,Inspiron 5379,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,16,Intel UHD Graphics 620,Windows 10,1.62,1279.0,1,0,165.6321180513006,Intel Core i7,0,512,Intel,7.153833801578843
220,225,Dell,Inspiron 3576,Notebook,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 520,Linux,2.2,677.35,0,0,141.21199808219862,Intel Core i5,0,256,AMD,6.518188126026746
221,226,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,1.74,899.0,0,1,157.3505121487356,Intel Core i5,0,256,Intel,6.80128303447162
222,227,Toshiba,Portege Z30-C-16L,Ultrabook,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,Windows 10,1.2,1363.0,0,0,165.6321180513006,Intel Core i7,0,256,Intel,7.217443431696533
223,228,HP,ProBook 450,Notebook,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,2.1,794.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,6.677083461247136
224,229,Dell,Alienware 17,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,Windows 10,4.42,2456.34,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.806427716167672
225,230,Acer,Aspire E5-576G,Notebook,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,Windows 10,2.2,832.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,6.723832440821209
226,231,Dell,Inspiron 5567,Notebook,Intel Core i7 7500U 2.7GHz,16,AMD Radeon R7 M445,Windows 10,2.3,859.01,1,0,141.21199808219862,Intel Core i7,1000,0,AMD,6.755780563360033
227,232,Asus,Vivobook X541UV-DM1217T,Notebook,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 920MX ,Windows 10,2,769.0,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,6.645090969505644
228,233,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce GTX 950M,Windows 10,2.69,891.0,0,0,127.33567457123111,Intel Core i5,500,256,Nvidia,6.792344427470809
229,234,HP,ZBook 15u,Notebook,Intel Core i7 7500U 2.7GHz,8,AMD FirePro W4190M ,Windows 10,1.9,1269.0,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,7.1459844677143876
230,235,Asus,Pro P2540UA-XO0198T,Notebook,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,Windows 10,2.37,398.99,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,5.988936353919148
231,236,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,AMD E-Series 9000e 1.5GHz,4,AMD Radeon R2,Windows 10,2.1,330.0,0,0,100.45466986113651,AMD Processor,500,0,AMD,5.799092654460526
232,237,Lenovo,Legion Y720-15IKB,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,Windows 10,3.2,1499.0,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,7.312553498102598
233,238,Dell,Vostro 5468,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.6,859.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,6.755768921984255
234,239,Acer,Aspire R7,2 in 1 Convertible,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,Windows 10,1.6,689.0,1,1,165.6321180513006,Intel Core i5,0,256,Intel,6.535241271013659
235,240,Dell,Inspiron 5567,Notebook,Intel Core i7 7500U 2.7GHz,16,AMD Radeon R7 M445,Linux,2.36,899.0,0,0,141.21199808219862,Intel Core i7,0,256,AMD,6.80128303447162
236,241,Acer,Aspire A315-51,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,Linux,2.1,390.0,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,5.966146739123692
237,242,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,AMD A10-Series A10-9620P 2.5GHz,4,AMD Radeon R5 M430,Windows 10,2.2,575.0,0,0,141.21199808219862,AMD Processor,1000,128,AMD,6.354370040797351
238,243,Asus,ROG G703VI-E5062T,Gaming,Intel Core i7 7820HK 2.9GHz,32,Nvidia GeForce GTX 1080,Windows 10,4.7,3890.0,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,8.266164436612492
239,244,Acer,Nitro AN515-51,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.5,846.0,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,6.740519359606223
240,245,Lenovo,IdeaPad 320-15ISK,Notebook,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,Windows 10,2.2,589.0,0,0,100.45466986113651,Intel Core i3,0,128,Intel,6.3784261836515865
241,246,Asus,VivoBook Pro,Notebook,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 150MX,Windows 10,2.1,1145.0,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,7.0431599159883405
242,247,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce GTX 950M,No OS,2.69,889.0,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,6.790097235513905
243,248,Dell,Inspiron 5577,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.56,879.0,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,6.778784897685177
244,249,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.38,1079.0,1,1,158.48253022174808,Intel Core i7,0,256,Intel,6.983789965258135
245,250,Dell,Inspiron 5570,Notebook,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,Windows 10,2.2,985.0,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,6.892641641172089
246,251,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.04,559.0,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,6.326149473155099
247,252,Asus,Rog G701VIK-BA060T,Gaming,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1080,Windows 10,3.6,2999.0,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,8.00603417874901
248,253,HP,ProBook 430,Notebook,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,Windows 10,1.49,675.0,0,1,165.6321180513006,Intel Core i5,500,0,Intel,6.51471269087253
